freq_hz,freq_ghz,dataset,sv1,sv2,sv3,condition_number,effective_rank,capacity_20db_bps_hz
37440000000.0,37.44,With Lens,0.12367743388163492,0.07580513007544108,0.06373581364465482,1.9404699933882006,2.5449103683909615,1.030472156397822
37445000000.0,37.445,With Lens,0.1236721561309642,0.075876617796557,0.06361829980321373,1.9439714125261296,2.544212556868678,1.0302341265574577
37450000000.0,37.45,With Lens,0.12369971689322301,0.0759634756754623,0.06362547553173431,1.9441853417901078,2.5447107851301802,1.031021970738699
37455000000.0,37.455,With Lens,0.12374685534615867,0.07604309607890095,0.06373933222947825,1.941452020561459,2.5461573962851936,1.0324957584340893
37460000000.0,37.46,With Lens,0.12379705190163226,0.07610887388820049,0.06386220459078748,1.9385026353990096,2.547556110189307,1.0339586849654834
37465000000.0,37.465,With Lens,0.12383533291757695,0.07616801668446534,0.06390779654322816,1.937718707510326,2.5481445324088616,1.034869938617253
37470000000.0,37.47,With Lens,0.1238552577473684,0.07622837992146747,0.06386570625122505,1.9393077289424425,2.5479407827287663,1.0351699763142168
37475000000.0,37.475,With Lens,0.12385968354699028,0.07629276262377024,0.06378273291330837,1.9418999138111055,2.547470052875364,1.035151962639039
37480000000.0,37.48,With Lens,0.1238570878148471,0.07635508676378139,0.06371763593745673,1.9438431133324123,2.5472618001136085,1.0351630996987373
37485000000.0,37.485,With Lens,0.12386393666278461,0.0763968551425304,0.06371618428661611,1.9439948899890858,2.5475113051879466,1.0354661225477957
37490000000.0,37.49,With Lens,0.12390455656286503,0.0764002584299719,0.06379168647268532,1.942330786566039,2.547960707992896,1.0362149728777752
37495000000.0,37.495,With Lens,0.12399696899458244,0.07637231028136633,0.06390544496795643,1.9403193117074329,2.5480241574740035,1.0373866629537245
37500000000.0,37.5,With Lens,0.12413255478915455,0.07634463649424124,0.06398944026564796,1.939891242583564,2.5472750226155045,1.0387404023565627
37505000000.0,37.505,With Lens,0.12427123945590768,0.07633840107808823,0.06400665184450066,1.9415363227843145,2.5459044085441738,1.0398893790229395
37510000000.0,37.51,With Lens,0.12435864313707895,0.07633972014720265,0.0639755173030647,1.9438474025613177,2.544604334146318,1.0404186178623571
37515000000.0,37.515,With Lens,0.12434950037540433,0.07631847514848943,0.0639328877737162,1.9450005264196175,2.5440421047178248,1.0399851017028134
37520000000.0,37.52,With Lens,0.12422825323133353,0.07626274929674774,0.06389798682151189,1.944165370629656,2.5445100513464736,1.038497066957485
37525000000.0,37.525,With Lens,0.12402074783437331,0.07618450212427158,0.06388172720927247,1.9414119381601758,2.545951027615604,1.0362918461779902
