scenario,lens_angle_deg,horizontal_angle_deg,theta_deg,phi_deg,gain_db
Simul_+30deg,30,-15.83999825,90.00000000,-15.83999825,1.23984253
Simul_+30deg,30,-15.47999954,90.00000000,-15.47999954,1.42131317
Simul_+30deg,30,-15.11999893,90.00000000,-15.11999893,1.60669792
Simul_+30deg,30,-14.75999832,90.00000000,-14.75999832,1.79521036
Simul_+30deg,30,-14.39999962,90.00000000,-14.39999962,1.98613513
Simul_+30deg,30,-14.03999901,90.00000000,-14.03999901,2.17883062
Simul_+30deg,30,-13.67999935,90.00000000,-13.67999935,2.20454478
Simul_+30deg,30,-13.31999969,90.00000000,-13.31999969,2.21559429
Simul_+30deg,30,-12.95999908,90.00000000,-12.95999908,2.23326540
Simul_+30deg,30,-12.59999943,90.00000000,-12.59999943,2.25747609
Simul_+30deg,30,-12.23999977,90.00000000,-12.23999977,2.28811908
Simul_+30deg,30,-11.87999916,90.00000000,-11.87999916,2.27251196
Simul_+30deg,30,-11.51999950,90.00000000,-11.51999950,2.15815020
Simul_+30deg,30,-11.15999889,90.00000000,-11.15999889,2.05066252
Simul_+30deg,30,-10.79999924,90.00000000,-10.79999924,1.95064569
Simul_+30deg,30,-10.43999863,90.00000000,-10.43999863,1.85868800
Simul_+30deg,30,-10.07999992,90.00000000,-10.07999992,1.77536082
Simul_+30deg,30,-9.72000027,90.00000000,-9.72000027,1.60639501
Simul_+30deg,30,-9.35999966,90.00000000,-9.35999966,1.41684985
Simul_+30deg,30,-9.00000000,90.00000000,-9.00000000,1.23460114
Simul_+30deg,30,-8.63999939,90.00000000,-8.63999939,1.06097007
Simul_+30deg,30,-8.27999973,90.00000000,-8.27999973,0.89734703
Simul_+30deg,30,-7.91999912,90.00000000,-7.91999912,0.72582668
Simul_+30deg,30,-7.55999947,90.00000000,-7.55999947,0.49448904
Simul_+30deg,30,-7.19999981,90.00000000,-7.19999981,0.26938567
Simul_+30deg,30,-6.83999968,90.00000000,-6.83999968,0.05221575
Simul_+30deg,30,-6.47999954,90.00000000,-6.47999954,-0.15515192
Simul_+30deg,30,-6.11999989,90.00000000,-6.11999989,-0.35070354
Simul_+30deg,30,-5.75999975,90.00000000,-5.75999975,-0.57455033
Simul_+30deg,30,-5.39999962,90.00000000,-5.39999962,-0.81398040
Simul_+30deg,30,-5.03999996,90.00000000,-5.03999996,-1.04847324
Simul_+30deg,30,-4.67999983,90.00000000,-4.67999983,-1.27642107
Simul_+30deg,30,-4.31999969,90.00000000,-4.31999969,-1.49602115
Simul_+30deg,30,-3.95999956,90.00000000,-3.95999956,-1.70874727
Simul_+30deg,30,-3.59999990,90.00000000,-3.59999990,-1.94309020
Simul_+30deg,30,-3.23999977,90.00000000,-3.23999977,-2.17565393
Simul_+30deg,30,-2.87999988,90.00000000,-2.87999988,-2.40540743
Simul_+30deg,30,-2.51999998,90.00000000,-2.51999998,-2.63117051
Simul_+30deg,30,-2.15999985,90.00000000,-2.15999985,-2.85161114
Simul_+30deg,30,-1.79999995,90.00000000,-1.79999995,-3.05627155
Simul_+30deg,30,-1.43999994,90.00000000,-1.43999994,-3.24904299
Simul_+30deg,30,-1.07999992,90.00000000,-1.07999992,-3.43710923
Simul_+30deg,30,-0.71999997,90.00000000,-0.71999997,-3.61944318
Simul_+30deg,30,-0.35999998,90.00000000,-0.35999998,-3.79493284
Simul_+30deg,30,0.00000000,90.00000000,0.00000000,-3.96239400
Simul_+30deg,30,0.35999998,90.00000000,0.35999998,-4.05600882
Simul_+30deg,30,0.71999997,90.00000000,0.71999997,-4.13913918
Simul_+30deg,30,1.07999992,90.00000000,1.07999992,-4.21113729
Simul_+30deg,30,1.43999994,90.00000000,1.43999994,-4.27141476
Simul_+30deg,30,1.79999995,90.00000000,1.79999995,-4.31946135
Simul_+30deg,30,2.15999985,90.00000000,2.15999985,-4.33360100
Simul_+30deg,30,2.51999998,90.00000000,2.51999998,-4.31003666
Simul_+30deg,30,2.87999988,90.00000000,2.87999988,-4.27614403
Simul_+30deg,30,3.23999977,90.00000000,3.23999977,-4.23216009
Simul_+30deg,30,3.59999990,90.00000000,3.59999990,-4.17839479
Simul_+30deg,30,3.95999956,90.00000000,3.95999956,-4.11521101
Simul_+30deg,30,4.31999969,90.00000000,4.31999969,-4.05981207
Simul_+30deg,30,4.67999983,90.00000000,4.67999983,-3.99505520
Simul_+30deg,30,5.03999996,90.00000000,5.03999996,-3.91918707
Simul_+30deg,30,5.39999962,90.00000000,5.39999962,-3.83280253
Simul_+30deg,30,5.75999975,90.00000000,5.75999975,-3.73653841
Simul_+30deg,30,6.11999989,90.00000000,6.11999989,-3.65120411
Simul_+30deg,30,6.47999954,90.00000000,6.47999954,-3.58943892
Simul_+30deg,30,6.83999968,90.00000000,6.83999968,-3.50776863
Simul_+30deg,30,7.19999981,90.00000000,7.19999981,-3.40731144
Simul_+30deg,30,7.55999947,90.00000000,7.55999947,-3.28937483
Simul_+30deg,30,7.91999912,90.00000000,7.91999912,-3.15540838
Simul_+30deg,30,8.27999973,90.00000000,8.27999973,-3.05432558
Simul_+30deg,30,8.63999939,90.00000000,8.63999939,-2.94259405
Simul_+30deg,30,9.00000000,90.00000000,9.00000000,-2.80722404
Simul_+30deg,30,9.35999966,90.00000000,9.35999966,-2.65044594
Simul_+30deg,30,9.72000027,90.00000000,9.72000027,-2.47464705
Simul_+30deg,30,10.07999992,90.00000000,10.07999992,-2.30160284
Simul_+30deg,30,10.43999863,90.00000000,10.43999863,-2.17918444
Simul_+30deg,30,10.79999924,90.00000000,10.79999924,-2.03969502
Simul_+30deg,30,11.15999889,90.00000000,11.15999889,-1.88483715
Simul_+30deg,30,11.51999950,90.00000000,11.51999950,-1.71635461
Simul_+30deg,30,11.87999916,90.00000000,11.87999916,-1.53597939
Simul_+30deg,30,12.23999977,90.00000000,12.23999977,-1.44835091
Simul_+30deg,30,12.59999943,90.00000000,12.59999943,-1.40382504
Simul_+30deg,30,12.95999908,90.00000000,12.95999908,-1.35137796
Simul_+30deg,30,13.31999969,90.00000000,13.31999969,-1.29129159
Simul_+30deg,30,13.67999935,90.00000000,13.67999935,-1.22389901
Simul_+30deg,30,14.03999901,90.00000000,14.03999901,-1.17559326
Simul_+30deg,30,14.39999962,90.00000000,14.39999962,-1.33314228
Simul_+30deg,30,14.75999832,90.00000000,14.75999832,-1.49125385
Simul_+30deg,30,15.11999893,90.00000000,15.11999893,-1.64977241
Simul_+30deg,30,15.47999954,90.00000000,15.47999954,-1.80852163
Simul_+30deg,30,15.83999825,90.00000000,15.83999825,-1.96730542
Simul_+30deg,30,16.19999886,90.00000000,16.19999886,-2.29882693
Simul_+30deg,30,16.55999947,90.00000000,16.55999947,-2.78889513
Simul_+30deg,30,16.92000008,90.00000000,16.92000008,-3.30755091
Simul_+30deg,30,17.27999878,90.00000000,17.27999878,-3.85823250
Simul_+30deg,30,17.63999939,90.00000000,17.63999939,-4.44501257
Simul_+30deg,30,18.00000000,90.00000000,18.00000000,-5.07275009
Simul_+30deg,30,18.35999870,90.00000000,18.35999870,-6.15322638
Simul_+30deg,30,18.71999931,90.00000000,18.71999931,-7.37873983
Simul_+30deg,30,19.07999992,90.00000000,19.07999992,-8.79026508
Simul_+30deg,30,19.44000053,90.00000000,19.44000053,-10.44523716
Simul_+30deg,30,19.79999924,90.00000000,19.79999924,-12.42097473
Simul_+30deg,30,20.15999985,90.00000000,20.15999985,-14.98539543
Simul_+30deg,30,20.51999855,90.00000000,20.51999855,-17.92400360
Simul_+30deg,30,20.87999725,90.00000000,20.87999725,-18.74911308
Simul_+30deg,30,21.23999786,90.00000000,21.23999786,-16.31583595
Simul_+30deg,30,21.59999847,90.00000000,21.59999847,-13.35503101
Simul_+30deg,30,21.95999908,90.00000000,21.95999908,-10.87116718
Simul_+30deg,30,22.31999779,90.00000000,22.31999779,-8.90762901
Simul_+30deg,30,22.67999840,90.00000000,22.67999840,-7.27504349
Simul_+30deg,30,23.03999901,90.00000000,23.03999901,-5.88313103
Simul_+30deg,30,23.39999771,90.00000000,23.39999771,-4.67407274
Simul_+30deg,30,23.75999832,90.00000000,23.75999832,-3.60731459
Simul_+30deg,30,24.11999893,90.00000000,24.11999893,-2.73303366
Simul_+30deg,30,24.47999954,90.00000000,24.47999954,-2.08101368
Simul_+30deg,30,24.83999825,90.00000000,24.83999825,-1.47075188
Simul_+30deg,30,25.19999886,90.00000000,25.19999886,-0.89769334
Simul_+30deg,30,25.55999947,90.00000000,25.55999947,-0.35790119
Simul_+30deg,30,25.91999817,90.00000000,25.91999817,0.15202919
Simul_+30deg,30,26.27999878,90.00000000,26.27999878,0.43031335
Simul_+30deg,30,26.63999939,90.00000000,26.63999939,0.64463151
Simul_+30deg,30,27.00000000,90.00000000,27.00000000,0.85594767
Simul_+30deg,30,27.35999870,90.00000000,27.35999870,1.06420326
Simul_+30deg,30,27.71999931,90.00000000,27.71999931,1.26936328
Simul_+30deg,30,28.07999802,90.00000000,28.07999802,1.41708326
Simul_+30deg,30,28.43999863,90.00000000,28.43999863,1.37496161
Simul_+30deg,30,28.79999924,90.00000000,28.79999924,1.33535981
Simul_+30deg,30,29.15999794,90.00000000,29.15999794,1.29835224
Simul_+30deg,30,29.51999664,90.00000000,29.51999664,1.26400602
Simul_+30deg,30,29.87999916,90.00000000,29.87999916,1.23238993
Simul_+30deg,30,30.23999786,90.00000000,30.23999786,1.10761833
Simul_+30deg,30,30.59999657,90.00000000,30.59999657,0.94108546
Simul_+30deg,30,30.95999908,90.00000000,30.95999908,0.78238124
Simul_+30deg,30,31.31999779,90.00000000,31.31999779,0.63266748
Simul_+30deg,30,31.67999649,90.00000000,31.67999649,0.49308753
Simul_+30deg,30,32.03999710,90.00000000,32.03999710,0.36762181
Simul_+30deg,30,32.39999771,90.00000000,32.39999771,0.28474468
Simul_+30deg,30,32.75999832,90.00000000,32.75999832,0.22958441
Simul_+30deg,30,33.11999893,90.00000000,33.11999893,0.20322196
Simul_+30deg,30,33.47999573,90.00000000,33.47999573,0.20618625
Simul_+30deg,30,33.84000015,90.00000000,33.84000015,0.23841697
Simul_+30deg,30,34.19999695,90.00000000,34.19999695,0.34545007
Simul_+30deg,30,34.55999756,90.00000000,34.55999756,0.51244503
Simul_+30deg,30,34.91999817,90.00000000,34.91999817,0.69875324
Simul_+30deg,30,35.27999878,90.00000000,35.27999878,0.90172523
Simul_+30deg,30,35.63999557,90.00000000,35.63999557,1.11877191
Simul_+30deg,30,36.00000000,90.00000000,36.00000000,1.34743595
Simul_+30deg,30,36.35999680,90.00000000,36.35999680,1.55979216
Simul_+30deg,30,36.71999741,90.00000000,36.71999741,1.77477252
Simul_+30deg,30,37.07999802,90.00000000,37.07999802,1.99152708
Simul_+30deg,30,37.43999863,90.00000000,37.43999863,2.20930696
Simul_+30deg,30,37.79999542,90.00000000,37.79999542,2.42746186
Simul_+30deg,30,38.15999985,90.00000000,38.15999985,2.60706472
Simul_+30deg,30,38.51999664,90.00000000,38.51999664,2.73986483
Simul_+30deg,30,38.88000107,90.00000000,38.88000107,2.87420940
Simul_+30deg,30,39.23999786,90.00000000,39.23999786,3.00983405
Simul_+30deg,30,39.59999847,90.00000000,39.59999847,3.14649558
Simul_+30deg,30,39.95999908,90.00000000,39.95999908,3.28398728
Simul_+30deg,30,40.31999969,90.00000000,40.31999969,3.34278584
Simul_+30deg,30,40.67999649,90.00000000,40.67999649,3.39513898
Simul_+30deg,30,41.03999710,90.00000000,41.03999710,3.45099831
Simul_+30deg,30,41.39999771,90.00000000,41.39999771,3.51021981
Simul_+30deg,30,41.75999451,90.00000000,41.75999451,3.57265902
Simul_+30deg,30,42.11999893,90.00000000,42.11999893,3.61152148
Simul_+30deg,30,42.47999573,90.00000000,42.47999573,3.60110855
Simul_+30deg,30,42.83999634,90.00000000,42.83999634,3.59526038
Simul_+30deg,30,43.19999695,90.00000000,43.19999695,3.59399462
Simul_+30deg,30,43.55999756,90.00000000,43.55999756,3.59731531
Simul_+30deg,30,43.91999817,90.00000000,43.91999817,3.60521126
Simul_+30deg,30,44.27999878,90.00000000,44.27999878,3.57743478
Simul_+30deg,30,44.63999557,90.00000000,44.63999557,3.54273772
Simul_+30deg,30,45.00000000,90.00000000,45.00000000,3.51272130
Simul_+30deg,30,45.35999680,90.00000000,45.35999680,3.48748684
Simul_+30deg,30,45.71999741,90.00000000,45.71999741,3.46711874
Simul_+30deg,30,46.07999802,90.00000000,46.07999802,3.44732666
Simul_+30deg,30,46.43999863,90.00000000,46.43999863,3.41665363
Simul_+30deg,30,46.79999542,90.00000000,46.79999542,3.39003706
Simul_+30deg,30,47.15999985,90.00000000,47.15999985,3.36755323
Simul_+30deg,30,47.51999664,90.00000000,47.51999664,3.34926748
Simul_+30deg,30,47.87999725,90.00000000,47.87999725,3.33523369
Simul_+30deg,30,48.23999786,90.00000000,48.23999786,3.29766536
Simul_+30deg,30,48.59999847,90.00000000,48.59999847,3.24907422
Simul_+30deg,30,48.95999908,90.00000000,48.95999908,3.20316839
Simul_+30deg,30,49.31999588,90.00000000,49.31999588,3.16004086
Simul_+30deg,30,49.67999649,90.00000000,49.67999649,3.11978197
Simul_+30deg,30,50.03999710,90.00000000,50.03999710,3.07382369
Simul_+30deg,30,50.39999771,90.00000000,50.39999771,2.95996451
Simul_+30deg,30,50.75999451,90.00000000,50.75999451,2.84602833
Simul_+30deg,30,51.11999893,90.00000000,51.11999893,2.73209572
Simul_+30deg,30,51.47999573,90.00000000,51.47999573,2.61824822
Simul_+30deg,30,51.83999634,90.00000000,51.83999634,2.50457478
Simul_+30deg,30,52.19999695,90.00000000,52.19999695,2.37351537
Simul_+30deg,30,52.55999756,90.00000000,52.55999756,2.22705936
Simul_+30deg,30,52.91999435,90.00000000,52.91999435,2.07886577
Simul_+30deg,30,53.27999878,90.00000000,53.27999878,1.92893040
Simul_+30deg,30,53.63999557,90.00000000,53.63999557,1.77724898
Simul_+30deg,30,54.00000000,90.00000000,54.00000000,1.62382531
Simul_+30deg,30,54.35999680,90.00000000,54.35999680,1.52608466
Simul_+30deg,30,54.71999741,90.00000000,54.71999741,1.42903817
Simul_+30deg,30,55.07999802,90.00000000,55.07999802,1.33278418
Simul_+30deg,30,55.43999863,90.00000000,55.43999863,1.23742604
Simul_+30deg,30,55.79999542,90.00000000,55.79999542,1.14307177
Simul_+30deg,30,56.15999603,90.00000000,56.15999603,1.06587720
Simul_+30deg,30,56.51999664,90.00000000,56.51999664,1.01035058
Simul_+30deg,30,56.87999725,90.00000000,56.87999725,0.95667744
Simul_+30deg,30,57.23999786,90.00000000,57.23999786,0.90492815
Simul_+30deg,30,57.59999847,90.00000000,57.59999847,0.85518920
Simul_+30deg,30,57.95999908,90.00000000,57.95999908,0.80753273
Simul_+30deg,30,58.31999588,90.00000000,58.31999588,0.74652147
Simul_+30deg,30,58.67999649,90.00000000,58.67999649,0.68634391
Simul_+30deg,30,59.03999329,90.00000000,59.03999329,0.62910366
Simul_+30deg,30,59.39999390,90.00000000,59.39999390,0.57492965
Simul_+30deg,30,59.75999832,90.00000000,59.75999832,0.52394563
Simul_+30deg,30,60.11999893,90.00000000,60.11999893,0.47851503
Simul_+30deg,30,60.47999573,90.00000000,60.47999573,0.44176054
Simul_+30deg,30,60.83999634,90.00000000,60.83999634,0.40969890
Simul_+30deg,30,61.19999313,90.00000000,61.19999313,0.38243786
Simul_+30deg,30,61.56000137,90.00000000,61.56000137,0.36006686
Simul_+30deg,30,61.91999817,90.00000000,61.91999817,0.34266645
Simul_+30deg,30,62.27999878,90.00000000,62.27999878,0.33951908
Simul_+30deg,30,62.63999557,90.00000000,62.63999557,0.34413454
Simul_+30deg,30,62.99999619,90.00000000,62.99999619,0.35386997
Simul_+30deg,30,63.35999298,90.00000000,63.35999298,0.36869299
Simul_+30deg,30,63.71999741,90.00000000,63.71999741,0.38854823
Simul_+30deg,30,64.07999420,90.00000000,64.07999420,0.40297467
Simul_+30deg,30,64.43999481,90.00000000,64.43999481,0.38605309
Simul_+30deg,30,64.79999542,90.00000000,64.79999542,0.37427935
Simul_+30deg,30,65.15999603,90.00000000,65.15999603,0.36769363
Simul_+30deg,30,65.51999664,90.00000000,65.51999664,0.36632204
Simul_+30deg,30,65.87999725,90.00000000,65.87999725,0.37016892
Simul_+30deg,30,66.23999786,90.00000000,66.23999786,0.32178646
Simul_+30deg,30,66.59999847,90.00000000,66.59999847,0.24957073
Simul_+30deg,30,66.95999146,90.00000000,66.95999146,0.18240221
Simul_+30deg,30,67.31999207,90.00000000,67.31999207,0.12053896
Simul_+30deg,30,67.68000031,90.00000000,67.68000031,0.06422372
Simul_+30deg,30,68.04000092,90.00000000,68.04000092,0.00588403
Simul_+30deg,30,68.39999390,90.00000000,68.39999390,-0.10970763
Simul_+30deg,30,68.75999451,90.00000000,68.75999451,-0.22028373
Simul_+30deg,30,69.11999512,90.00000000,69.11999512,-0.32537264
Simul_+30deg,30,69.47999573,90.00000000,69.47999573,-0.42449826
Simul_+30deg,30,69.83999634,90.00000000,69.83999634,-0.51718462
Simul_+30deg,30,70.19999695,90.00000000,70.19999695,-0.61769575
Simul_+30deg,30,70.55999756,90.00000000,70.55999756,-0.72336411
Simul_+30deg,30,70.91999817,90.00000000,70.91999817,-0.82207572
Simul_+30deg,30,71.27999115,90.00000000,71.27999115,-0.91328990
Simul_+30deg,30,71.63999939,90.00000000,71.63999939,-0.99647677
Simul_+30deg,30,72.00000000,90.00000000,72.00000000,-1.07112932
Simul_+30deg,30,72.36000061,90.00000000,72.36000061,-1.14960146
Simul_+30deg,30,72.71999359,90.00000000,72.71999359,-1.22128761
Simul_+30deg,30,73.07999420,90.00000000,73.07999420,-1.28582501
Simul_+30deg,30,73.43999481,90.00000000,73.43999481,-1.34287059
Simul_+30deg,30,73.79999542,90.00000000,73.79999542,-1.39211988
Simul_+30deg,30,74.15999603,90.00000000,74.15999603,-1.43940282
Simul_+30deg,30,74.51999664,90.00000000,74.51999664,-1.48839378
Simul_+30deg,30,74.87999725,90.00000000,74.87999725,-1.53218985
Simul_+30deg,30,75.23999023,90.00000000,75.23999023,-1.57062006
Simul_+30deg,30,75.59999084,90.00000000,75.59999084,-1.60354197
Simul_+30deg,30,75.95999908,90.00000000,75.95999908,-1.63082695
Simul_+30deg,30,76.31999969,90.00000000,76.31999969,-1.63116574
Simul_+30deg,30,76.67999268,90.00000000,76.67999268,-1.62485111
Simul_+30deg,30,77.03999329,90.00000000,77.03999329,-1.61465216
Simul_+30deg,30,77.39999390,90.00000000,77.39999390,-1.60059857
Simul_+30deg,30,77.76000214,90.00000000,77.76000214,-1.58272529
Simul_+30deg,30,78.11999512,90.00000000,78.11999512,-1.55200863
Simul_+30deg,30,78.47999573,90.00000000,78.47999573,-1.50037670
Simul_+30deg,30,78.83999634,90.00000000,78.83999634,-1.44653916
Simul_+30deg,30,79.19999695,90.00000000,79.19999695,-1.39058018
Simul_+30deg,30,79.55998993,90.00000000,79.55998993,-1.33258486
Simul_+30deg,30,79.91999817,90.00000000,79.91999817,-1.27264786
Simul_+30deg,30,80.27999878,90.00000000,80.27999878,-1.23462510
Simul_+30deg,30,80.63999939,90.00000000,80.63999939,-1.20090199
Simul_+30deg,30,80.99999237,90.00000000,80.99999237,-1.16466153
Simul_+30deg,30,81.35999298,90.00000000,81.35999298,-1.12597609
Simul_+30deg,30,81.72000122,90.00000000,81.72000122,-1.08490431
Simul_+30deg,30,82.07999420,90.00000000,82.07999420,-1.05461073
Simul_+30deg,30,82.43999481,90.00000000,82.43999481,-1.06699407
Simul_+30deg,30,82.79999542,90.00000000,82.79999542,-1.07567668
Simul_+30deg,30,83.15999603,90.00000000,83.15999603,-1.08063710
Simul_+30deg,30,83.51998901,90.00000000,83.51998901,-1.08186173
Simul_+30deg,30,83.87999725,90.00000000,83.87999725,-1.07934785
Simul_+30deg,30,84.23999786,90.00000000,84.23999786,-1.11636972
Simul_+30deg,30,84.59999847,90.00000000,84.59999847,-1.17044640
Simul_+30deg,30,84.95999146,90.00000000,84.95999146,-1.21959388
Simul_+30deg,30,85.31999207,90.00000000,85.31999207,-1.26364732
Simul_+30deg,30,85.67999268,90.00000000,85.67999268,-1.30243599
Simul_+30deg,30,86.04000092,90.00000000,86.04000092,-1.34524465
Simul_+30deg,30,86.39999390,90.00000000,86.39999390,-1.45828557
Simul_+30deg,30,86.75999451,90.00000000,86.75999451,-1.56614661
Simul_+30deg,30,87.11999512,90.00000000,87.11999512,-1.66834044
Simul_+30deg,30,87.47999573,90.00000000,87.47999573,-1.76440382
Simul_+30deg,30,87.83999634,90.00000000,87.83999634,-1.85387635
Simul_+30deg,30,88.19999695,90.00000000,88.19999695,-1.98020506
Simul_+30deg,30,88.55999756,90.00000000,88.55999756,-2.13673115
Simul_+30deg,30,88.91999817,90.00000000,88.91999817,-2.28835559
Simul_+30deg,30,89.27999115,90.00000000,89.27999115,-2.43436956
Simul_+30deg,30,89.63999176,90.00000000,89.63999176,-2.57397890
Simul_+30deg,30,90.00000000,90.00000000,90.00000000,-2.70640945
Simul_+30deg,30,90.35999298,90.00000000,90.35999298,-2.87073135
Simul_+30deg,30,90.71999359,90.00000000,90.71999359,-3.03017974
Simul_+30deg,30,91.07999420,90.00000000,91.07999420,-3.18397903
Simul_+30deg,30,91.43999481,90.00000000,91.43999481,-3.33130455
Simul_+30deg,30,91.79999542,90.00000000,91.79999542,-3.47125769
Simul_+30deg,30,92.15999603,90.00000000,92.15999603,-3.61195660
Simul_+30deg,30,92.51999664,90.00000000,92.51999664,-3.75760794
Simul_+30deg,30,92.87999725,90.00000000,92.87999725,-3.89734983
Simul_+30deg,30,93.23999023,90.00000000,93.23999023,-4.03040791
Simul_+30deg,30,93.59999084,90.00000000,93.59999084,-4.15603256
Simul_+30deg,30,93.95999908,90.00000000,93.95999908,-4.27341843
Simul_+30deg,30,94.31999969,90.00000000,94.31999969,-4.40207529
Simul_+30deg,30,94.67999268,90.00000000,94.67999268,-4.52755022
Simul_+30deg,30,95.03999329,90.00000000,95.03999329,-4.64695883
Simul_+30deg,30,95.39999390,90.00000000,95.39999390,-4.75966406
Simul_+30deg,30,95.75999451,90.00000000,95.75999451,-4.86505795
Simul_+30deg,30,96.11999512,90.00000000,96.11999512,-4.97153521
Simul_+30deg,30,96.47999573,90.00000000,96.47999573,-5.09095669
Simul_+30deg,30,96.83999634,90.00000000,96.83999634,-5.20660019
Simul_+30deg,30,97.19999695,90.00000000,97.19999695,-5.31807899
Simul_+30deg,30,97.55998993,90.00000000,97.55998993,-5.42499113
Simul_+30deg,30,97.91999817,90.00000000,97.91999817,-5.52690029
Simul_+30deg,30,98.27999878,90.00000000,98.27999878,-5.65984964
Simul_+30deg,30,98.63999176,90.00000000,98.63999176,-5.80228853
Simul_+30deg,30,98.99999237,90.00000000,98.99999237,-5.94422770
Simul_+30deg,30,99.35999298,90.00000000,99.35999298,-6.08543301
Simul_+30deg,30,99.71999359,90.00000000,99.71999359,-6.22569513
Simul_+30deg,30,100.07999420,90.00000000,100.07999420,-6.37273359
Simul_+30deg,30,100.43999481,90.00000000,100.43999481,-6.54871464
Simul_+30deg,30,100.79999542,90.00000000,100.79999542,-6.72727203
Simul_+30deg,30,101.15999603,90.00000000,101.15999603,-6.90843964
Simul_+30deg,30,101.51998901,90.00000000,101.51998901,-7.09219694
Simul_+30deg,30,101.87999725,90.00000000,101.87999725,-7.27857542
Simul_+30deg,30,102.23999786,90.00000000,102.23999786,-7.46443748
Simul_+30deg,30,102.59999847,90.00000000,102.59999847,-7.65244198
Simul_+30deg,30,102.95999146,90.00000000,102.95999146,-7.84446764
Simul_+30deg,30,103.31999207,90.00000000,103.31999207,-8.04071999
Simul_+30deg,30,103.67999268,90.00000000,103.67999268,-8.24134350
Simul_+30deg,30,104.03999329,90.00000000,104.03999329,-8.44050789
Simul_+30deg,30,104.39999390,90.00000000,104.39999390,-8.59295273
Simul_+30deg,30,104.75999451,90.00000000,104.75999451,-8.74467087
Simul_+30deg,30,105.11999512,90.00000000,105.11999512,-8.89535713
Simul_+30deg,30,105.47999573,90.00000000,105.47999573,-9.04472160
Simul_+30deg,30,105.83998871,90.00000000,105.83998871,-9.19244957
Simul_+30deg,30,106.19999695,90.00000000,106.19999695,-9.25759792
Simul_+30deg,30,106.55999756,90.00000000,106.55999756,-9.24597263
Simul_+30deg,30,106.91999054,90.00000000,106.91999054,-9.21925163
Simul_+30deg,30,107.27999115,90.00000000,107.27999115,-9.17770481
Simul_+30deg,30,107.63999176,90.00000000,107.63999176,-9.12176323
Simul_+30deg,30,108.00000000,90.00000000,108.00000000,-9.05197334
Simul_+30deg,30,108.35999298,90.00000000,108.35999298,-8.81585217
Simul_+30deg,30,108.71999359,90.00000000,108.71999359,-8.56877232
Simul_+30deg,30,109.07999420,90.00000000,109.07999420,-8.31322193
Simul_+30deg,30,109.43999481,90.00000000,109.43999481,-8.05134106
Simul_+30deg,30,109.79998779,90.00000000,109.79998779,-7.78508568
Simul_+30deg,30,110.15999603,90.00000000,110.15999603,-7.48306990
Simul_+30deg,30,110.51999664,90.00000000,110.51999664,-7.14131117
Simul_+30deg,30,110.87999725,90.00000000,110.87999725,-6.80337954
Simul_+30deg,30,111.23999023,90.00000000,111.23999023,-6.47035408
Simul_+30deg,30,111.59999084,90.00000000,111.59999084,-6.14292336
Simul_+30deg,30,111.95999908,90.00000000,111.95999908,-5.82166910
Simul_+30deg,30,112.31999207,90.00000000,112.31999207,-5.47857809
Simul_+30deg,30,112.67999268,90.00000000,112.67999268,-5.13951874
Simul_+30deg,30,113.03999329,90.00000000,113.03999329,-4.80827141
Simul_+30deg,30,113.39999390,90.00000000,113.39999390,-4.48500824
Simul_+30deg,30,113.75999451,90.00000000,113.75999451,-4.16971636
Simul_+30deg,30,114.11999512,90.00000000,114.11999512,-3.88053226
Simul_+30deg,30,114.47999573,90.00000000,114.47999573,-3.63020802
Simul_+30deg,30,114.83999634,90.00000000,114.83999634,-3.38021326
Simul_+30deg,30,115.19999695,90.00000000,115.19999695,-3.13121700
Simul_+30deg,30,115.55998993,90.00000000,115.55998993,-2.88385272
Simul_+30deg,30,115.91999817,90.00000000,115.91999817,-2.63856149
Simul_+30deg,30,116.27999115,90.00000000,116.27999115,-2.49692392
Simul_+30deg,30,116.63999176,90.00000000,116.63999176,-2.37609863
Simul_+30deg,30,117.00000000,90.00000000,117.00000000,-2.24662709
Simul_+30deg,30,117.35999298,90.00000000,117.35999298,-2.10938025
Simul_+30deg,30,117.72000122,90.00000000,117.72000122,-1.96516979
Simul_+30deg,30,118.07998657,90.00000000,118.07998657,-1.84417272
Simul_+30deg,30,118.43999481,90.00000000,118.43999481,-1.81476295
Simul_+30deg,30,118.79998779,90.00000000,118.79998779,-1.77099168
Simul_+30deg,30,119.15999603,90.00000000,119.15999603,-1.71328330
Simul_+30deg,30,119.51999664,90.00000000,119.51999664,-1.64219952
Simul_+30deg,30,119.87998962,90.00000000,119.87998962,-1.55839753
Simul_+30deg,30,120.23999786,90.00000000,120.23999786,-1.54532099
Simul_+30deg,30,120.59999084,90.00000000,120.59999084,-1.55568969
Simul_+30deg,30,120.95999146,90.00000000,120.95999146,-1.54677701
Simul_+30deg,30,121.31999969,90.00000000,121.31999969,-1.51869905
Simul_+30deg,30,121.67999268,90.00000000,121.67999268,-1.47182930
Simul_+30deg,30,122.03999329,90.00000000,122.03999329,-1.42684889
Simul_+30deg,30,122.39998627,90.00000000,122.39998627,-1.52364612
Simul_+30deg,30,122.75999451,90.00000000,122.75999451,-1.59971774
Simul_+30deg,30,123.12000275,90.00000000,123.12000275,-1.65391219
Simul_+30deg,30,123.47998810,90.00000000,123.47998810,-1.68539548
Simul_+30deg,30,123.83999634,90.00000000,123.83999634,-1.69366765
